user_id,attr_instrument_str,attr_price_num,logtime,event_action,attr_os_str,devicebrand,attr_category_str,attr_label_str,nc,cnt_call,cnt_dis
24160716,,,2019-11-14T05:44:40.263Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
24160716,,,2019-11-14T05:44:12.876Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
24160716,,0.0,2020-07-22T20:11:41.281Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
2470825,Maestro,,2019-10-15T06:04:11.213Z,Payment Completed,ANDROID,samsung,Bills,braintree_Maestro,hr,50,959
24160716,,0.0,2020-04-01T18:06:35.185Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,0.0,2020-04-01T18:08:48.659Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,0.0,2020-04-01T18:06:12.573Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,0.0,2020-04-01T18:07:21.723Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,0.0,2020-04-01T18:07:00.822Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
118306711,,22.54,2020-07-18T14:42:12.059Z,ecommerce_purchase,ANDROID,DOOGEE,Bills,,ro,25,2336
24160716,,0.0,2020-04-17T05:39:08.486Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
24160716,,0.0,2020-04-17T05:39:33.716Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
2470825,Maestro,523.2,2020-09-11T11:30:55.701Z,Payment Completed,ANDROID,samsung,Bills,braintree_Maestro,hr,50,959
24160716,,0.0,2020-06-10T17:09:53.248Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
118306711,Visa,31.53,2020-06-18T11:40:12.208Z,Payment Completed,ANDROID,DOOGEE,Bills,braintree_Visa,ro,25,2336
3124549761,Visa,35.4900016784668,2020-11-09T08:16:18.186Z,Payment Completed,IOS,Apple,Top Up,braintree_Visa,ro,24,4172
3124549761,,35.4900016784668,2020-11-09T08:14:16.618Z,ecommerce_purchase,IOS,Apple,Top Up,topup6,ro,24,4172
24160716,,0.0,2020-10-28T19:21:57.571Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day korlátlan beszélgetés hálózaton belül,hu,103,7708
24160716,,0.0,2020-10-28T19:20:59.022Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day korlátlan beszélgetés hálózaton belül,hu,103,7708
24160716,,0.0,2020-10-28T19:19:48.789Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day korlátlan beszélgetés hálózaton belül,hu,103,7708
24160716,,,2019-10-16T21:14:42.984Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
3124549761,,0.0,2020-05-08T15:52:07.954Z,ecommerce_purchase,IOS,Apple,Manage Services,Plan tarifar de voce cu roaming,ro,24,4172
24160716,,,2019-10-12T07:47:15.305Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
24160716,,,2019-09-18T21:54:35.019Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
2950157,,310.11,2019-10-07T08:47:59.109Z,ecommerce_purchase,ANDROID,samsung,Bills,,hr,58,806
2950157,Visa,,2019-10-07T08:47:59.101Z,Payment Completed,ANDROID,samsung,Bills,braintree_Visa,hr,58,806
TMCZ_6002926127,,0.0,2020-03-18T05:42:42.281Z,ecommerce_purchase,ANDROID,Sony,Manage Services,Neomezená data mimořádně,cz,20,520
118306711,,29.77,2020-10-17T15:29:28.809Z,ecommerce_purchase,ANDROID,DOOGEE,Bills,,ro,25,2336
24160716,,,2019-10-30T20:15:20.557Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,,2019-10-15T10:18:18.290Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Díjmentes 50 MB,hu,103,7708
TMCZ_35610820,,0.0,2020-03-17T23:12:21.084Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Neomezená data mimořádně,cz,47,907
2080346,,0.0,2020-04-17T06:29:03.864Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowy pakiet 3 GB,pl,19,141
2950157,,0.0,2020-05-28T18:43:18.362Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Moj T Trodnevni Flat,hr,58,806
2950157,,0.0,2020-05-28T18:44:24.024Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Moj T Trodnevni Flat,hr,58,806
24160716,,,2020-01-08T23:09:56.590Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,,2020-01-29T09:39:04.299Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,,2020-01-29T20:02:41.233Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
b0ac91e5-2ca7-4197-9419-92f48ff239af,Visa,668.3,2020-08-17T16:29:49.708Z,Payment Completed,ANDROID,ulefone,Bills,braintree_Visa,hr,16,373
b0ac91e5-2ca7-4197-9419-92f48ff239af,,668.3,2020-08-17T16:29:49.713Z,ecommerce_purchase,ANDROID,ulefone,Bills,,hr,16,373
24160716,,,2019-10-02T21:49:39.654Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
2215390,,,2019-09-19T10:27:29.025Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,1GB Moj T,hr,31,5279
3124549761,Visa,35.27000045776367,2020-05-07T14:52:24.314Z,Payment Completed,IOS,Apple,Top Up,braintree,ro,24,4172
24160716,,0.0,2020-06-24T18:01:48.051Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,0.0,2020-06-24T18:03:01.425Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,0.0,2020-06-24T18:02:38.211Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,0.0,2020-06-24T18:03:56.534Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,0.0,2020-06-24T20:11:48.455Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,0.0,2020-05-20T17:17:57.731Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
2950157,Visa,,2019-07-25T16:35:59.376Z,Payment Completed,ANDROID,samsung,Bills,braintree_Visa,hr,58,806
2950157,,2659.37,2019-07-25T16:35:59.376Z,ecommerce_purchase,ANDROID,samsung,Bills,,hr,58,806
2649758,payByLink,25.0,2020-11-25T13:58:08.512Z,Payment Completed,ANDROID,xiaomi,Top Up,,pl,6,438
2080346,,30.0,2020-11-25T08:14:47.020Z,ecommerce_purchase,ANDROID,samsung,Top Up,48501951095,pl,19,141
24160716,,450.0,2020-02-26T08:02:16.474Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,70 perc 7 napra,hu,103,7708
24160716,,,2019-10-03T04:44:50.341Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
17013154,,,2020-01-22T08:13:06.147Z,ecommerce_purchase,ANDROID,TCL,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,13,609
24160716,,0.0,2020-11-11T19:22:34.438Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 600 MB és 60 perc,hu,103,7708
24160716,,0.0,2020-11-11T19:22:09.455Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 600 MB és 60 perc,hu,103,7708
b0ac91e5-2ca7-4197-9419-92f48ff239af,,0.0,2020-11-28T14:18:37.924Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Stream On povećanje rezolucije,hr,16,373
2470825,,,2019-11-02T09:49:34.083Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,50,959
2080346,,0.0,2019-12-06T06:35:10.961Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Nielimitowany Internet na Święta,pl,19,141
791486,,0.0,2020-11-06T15:24:38.279Z,ecommerce_purchase,ANDROID,Xiaomi,Manage Services,Happy Friday 3 GB,pl,55,504
2470825,,526.24,2020-10-13T07:01:55.869Z,ecommerce_purchase,ANDROID,samsung,Bills,,hr,50,959
2215390,,3.0,2020-08-14T17:43:01.268Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Nova paket,hr,31,5279
24160716,,,2019-08-28T21:01:17.960Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 1 GB 1 napra,hu,103,7708
24160716,,,2019-09-11T17:13:28.814Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,,2019-09-11T17:11:02.482Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,,2019-09-11T12:40:30.264Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
24160716,,,2019-09-11T10:33:40.586Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
2470825,,0.0,2020-10-13T06:50:44.750Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,50,959
2470825,,0.0,2020-10-13T06:49:41.104Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,50,959
2470825,Maestro,538.28,2020-08-14T07:22:16.380Z,Payment Completed,ANDROID,samsung,Bills,braintree_Maestro,hr,50,959
24160716,,,2019-08-28T17:24:43.656Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,0.0,2020-09-06T17:57:37.254Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Díjmentes 50 MB,hu,103,7708
2080346,,0.0,2020-01-10T18:35:19.012Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 3 GB,pl,19,141
2950157,,15.0,2019-12-09T11:17:16.650Z,ecommerce_purchase,ANDROID,samsung,Bills,,hr,58,806
2950157,,310.11,2019-12-09T11:16:26.531Z,ecommerce_purchase,ANDROID,samsung,Bills,,hr,58,806
2215390,,298.65,2020-05-04T08:54:41.370Z,ecommerce_purchase,ANDROID,HUAWEI,Bills,,hr,31,5279
24160716,,,2019-10-27T09:42:07.542Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
2950157,Visa,,2019-08-18T20:49:05.007Z,Payment Completed,ANDROID,samsung,Bills,braintree_Visa,hr,58,806
17013154,,0.0,2020-09-23T07:37:06.675Z,ecommerce_purchase,ANDROID,TCL,Manage Services,Domino Day 300 MB és 30 perc,hu,13,609
2649758,,15.0,2020-10-01T19:16:01.996Z,ecommerce_purchase,ANDROID,xiaomi,Manage Services,Pakiet 15 GB na 30 dni,pl,6,438
2649758,,0.0,2020-10-02T08:07:31.926Z,ecommerce_purchase,ANDROID,xiaomi,Manage Services,Darmowy pakiet 60 minut/SMS na 30 dni do UE,pl,6,438
2215390,FSu14s4HeT8wrwIqhkPq-8l9t9fe165dD6RxUi1f1SYUOKLKpR_FjzNkBMMmZEellBYWQnaa5qtnGqUWZkymszkxq2qXCt8pIXcIP7oKpthti2ql_iGY95JRFc0fleMnyGmnc-lxIbN8MLg2DnTTACyY4W0mQ8FyE2zG0ru2L0U,100.0,2019-12-29T11:08:51.471Z,Payment Completed,ANDROID,HUAWEI,Top Up,mobileAccount,hr,31,5279
24160716,,190.0,2020-09-22T07:29:16.889Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Most,hu,103,7708
2215390,,100.0,2019-12-29T11:08:51.466Z,ecommerce_purchase,ANDROID,HUAWEI,Top Up,385989274055,hr,31,5279
2470825,,0.0,2020-05-23T11:29:49.905Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,50,959
2470825,,0.0,2020-05-23T11:30:35.374Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,50,959
3124549761,,35.27000045776367,2020-08-06T19:06:12.557Z,ecommerce_purchase,IOS,Apple,Top Up,topup6,ro,24,4172
3124549761,Visa,35.27000045776367,2020-08-06T19:06:12.554Z,Payment Completed,IOS,Apple,Top Up,braintree,ro,24,4172
24160716,,,2019-12-16T07:00:30.754Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Mobil ünnepi korlátlanság,hu,103,7708
24160716,,,2019-12-16T06:59:09.569Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Mobil ünnepi korlátlanság,hu,103,7708
24160716,,,2019-12-16T13:21:01.549Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Mobil ünnepi korlátlanság,hu,103,7708
2950157,,0.0,2020-02-02T16:24:27.572Z,ecommerce_purchase,ANDROID,samsung,Manage Services,,hr,58,806
2470825,,0.0,2019-12-04T13:59:23.487Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,50,959
24160716,,,2019-12-06T14:11:26.998Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
2950157,,,2019-11-13T14:03:36.102Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,58,806
2950157,,,2019-11-13T14:04:39.613Z,ecommerce_purchase,ANDROID,samsung,Manage Services,1GB Moj T,hr,58,806
118306711,Visa,29.74,2020-11-18T11:30:49.618Z,Payment Completed,ANDROID,DOOGEE,Bills,braintree_Visa,ro,25,2336
24160716,,0.0,2020-02-16T20:52:39.713Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,💌 Korlátlan net 1 napra,hu,103,7708
24160716,,,2019-12-06T12:00:26.798Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,103,7708
2080346,,0.0,2020-04-13T08:31:36.028Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowy pakiet 15 GB,pl,19,141
24160716,,3000.0,2019-10-17T07:26:43.290Z,ecommerce_purchase,ANDROID,HONOR,Top Up,asset_prepaid_2410100472557,hu,103,7708
2649758,,0.0,2020-07-05T18:58:40.508Z,ecommerce_purchase,ANDROID,xiaomi,Manage Services,Darmowy pakiet 3 GB na 7 dni,pl,6,438
2215390,,100.0,2020-02-03T22:12:59.176Z,ecommerce_purchase,ANDROID,samsung,Top Up,,hr,31,5279
2215390,YoBA2TGTza0UBgU-3xE0sB1Q6AMy8IiRW_TqDhvSWXr3Wx_XZYYRYgnDudXWuMI5ZlSFaXHwiUK3iFg-dYHjGDITqUWCMmNJ1OnGhmq_WUZG8i7cPE74bD5hot8zwgJ_VCVSlMRjkOkfgAeYHLbISw2kK5W9Bl1AfUhq3vnXGeg,100.0,2020-02-03T22:12:59.169Z,Payment Completed,ANDROID,samsung,Top Up,,hr,31,5279
2215390,,100.0,2019-09-01T06:27:54.528Z,ecommerce_purchase,ANDROID,HUAWEI,Top Up,385998598778,hr,31,5279
24160716,,0.0,2020-08-12T18:09:32.447Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
24160716,,0.0,2020-08-12T18:07:46.665Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
17013154,,0.0,2020-07-08T07:12:44.086Z,ecommerce_purchase,ANDROID,TCL,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,13,609
17013154,,0.0,2020-08-12T16:51:38.839Z,ecommerce_purchase,ANDROID,TCL,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,13,609
24160716,,0.0,2020-08-12T18:04:35.353Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
2649758,,0.0,2020-06-12T19:41:50.005Z,ecommerce_purchase,ANDROID,xiaomi,Manage Services,Darmowy pakiet 5 GB,pl,6,438
24160716,MasterCard,3000.0,2020-07-08T08:43:51.019Z,Payment Completed,ANDROID,HONOR,Top Up,braintree_MasterCard,hu,103,7708
2080346,,0.0,2020-06-12T12:28:37.749Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowy pakiet 5 GB,pl,19,141
24160716,,0.0,2020-02-19T19:07:45.542Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,103,7708
2080346,,0.0,2020-10-14T05:10:48.024Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 15 GB za darmo na 7 dni,pl,19,141
24160716,,0.0,2020-08-19T06:49:23.451Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Domino Day Korlátlan social media 1 napra,hu,103,7708
TMCZ_9824142,,500.0,2020-02-03T08:38:46.982Z,ecommerce_purchase,ANDROID,CUBOT,Top Up,,cz,30,598
TMCZ_9824142,sAGfPcGeG_NAM34giLbt8eW9irzclGDAV-zVu5tfRGop0tOKFV-EDi81zdR0fNLCmGt2mcX58_Obci3ov691jkU7rIhmBXarmLqcvsIanUq7zznaWLumnw3S2FchqpgnhG7xvCuiilNWTr_GUh8uh-RN8z_HXg54Cu1KM3G49us,500.0,2020-02-03T08:38:46.988Z,Payment Completed,ANDROID,CUBOT,Top Up,,cz,30,598
27091177,,0.0,2020-09-10T06:05:14.653Z,ecommerce_purchase,ANDROID,Xiaomi,Manage Services,Díjmentes 50 MB,hu,16,431
26315264,,990.0,2020-07-04T20:45:00.144Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Extra Net Korlátlan 24,hu,16,796
2905475,,0.0,2020-06-29T14:51:07.730Z,ecommerce_purchase,ANDROID,Xiaomi,Manage Services,MAXtv To Go - aplikacija po izboru bez potrošnje interneta,hr,56,1350
ff9844bf-a0c1-490e-abbb-b4c01d3cc122,,0.0,2020-10-26T13:14:05.397Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Neograničeni Internet,hr,10,397
ff9844bf-a0c1-490e-abbb-b4c01d3cc122,,0.0,2020-10-26T13:14:31.712Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Neograničeni Internet,hr,10,397
2905475,,0.0,2020-10-26T15:24:36.119Z,ecommerce_purchase,ANDROID,Xiaomi,Manage Services,Neograničeni Internet,hr,56,1350
2905475,,0.0,2020-10-26T15:22:47.277Z,ecommerce_purchase,ANDROID,Xiaomi,Manage Services,Neograničeni Internet,hr,56,1350
2905475,,0.0,2020-10-26T15:25:44.455Z,ecommerce_purchase,ANDROID,Xiaomi,Manage Services,Neograničeni Internet,hr,56,1350
a3a0969b-211f-44c1-9c04-a91b00e95f3e,,1119.0,2019-11-06T15:28:22.143Z,ecommerce_purchase,ANDROID,samsung,Bills,,mk,17,860
2905475,Maestro,30.0,2020-08-06T18:17:27.973Z,Payment Completed,ANDROID,Xiaomi,Top Up,braintree_Maestro,hr,56,1350
TMCZ_6008977953,,149.0,2020-09-18T04:07:48.619Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Neomezený internet na víkend,cz,11,1011
2905475,,30.0,2020-08-06T18:17:27.961Z,ecommerce_purchase,ANDROID,Xiaomi,Top Up,385998802885,hr,56,1350
a3a0969b-211f-44c1-9c04-a91b00e95f3e,MasterCard,2435.0,2020-08-31T10:13:28.924Z,Payment Completed,ANDROID,samsung,Bills,braintree_MasterCard,mk,17,860
2905475,,0.0,2020-07-27T12:29:09.083Z,ecommerce_purchase,ANDROID,Xiaomi,Manage Services,1GB Moj T,hr,56,1350
TMCZ_9824142,,75.0,2020-07-27T16:19:59.116Z,ecommerce_purchase,ANDROID,CUBOT,Manage Services,Navýšení dat o 1 GB,cz,30,598
